index,umap1,umap2
CD1C_P14_S90-batch2,-2.6030178,4.6252637
CD1C_P14_S91-batch2,-0.86799335,4.7852297
CD1C_P14_S92-batch2,-0.5993944,4.7158275
CD1C_P14_S93-batch2,-2.5185132,3.226726
CD1C_P14_S94-batch2,-0.69540036,4.5020504
CD1C_P14_S95-batch2,-2.9713244,2.6118162
CD1C_P14_S96-batch2,-1.9778043,4.8211527
CD1C_P3_S10-batch2,-2.369995,3.7529047
CD1C_P3_S11-batch2,-1.869186,2.4693959
CD1C_P3_S12-batch2,-0.4573908,4.131868
CD1C_P3_S13-batch2,-0.6996339,0.3134265
CD1C_P3_S14-batch2,-1.2598653,4.9474454
CD1C_P3_S15-batch2,-1.8224667,2.6300452
CD1C_P3_S16-batch2,-0.96194744,4.9897118
CD1C_P3_S17-batch2,0.50856906,5.0008874
CD1C_P3_S18-batch2,-0.35514405,3.2678568
CD1C_P3_S19-batch2,-1.6778746,4.8341937
CD1C_P3_S1-batch2,-1.2590643,3.8942723
CD1C_P3_S20-batch2,-2.0642033,3.3870876
CD1C_P3_S21-batch2,-1.6016035,4.2294645
CD1C_P3_S22-batch2,-0.9543774,5.556229
CD1C_P3_S23-batch2,-0.2712191,2.9717314
CD1C_P3_S24-batch2,-0.8093661,4.1057997
CD1C_P3_S2-batch2,-2.9210463,3.0247335
CD1C_P3_S3-batch2,-1.2007929,5.3322725
CD1C_P3_S4-batch2,-0.94156337,3.5701635
CD1C_P3_S5-batch2,-0.205161,2.5545626
CD1C_P3_S6-batch2,-0.6589123,5.239522
CD1C_P3_S7-batch2,-3.0848594,3.248632
CD1C_P3_S8-batch2,-1.3424894,3.7164938
CD1C_P4_S25-batch2,0.33879384,4.045416
CD1C_P4_S26-batch2,-0.8814992,2.1374288
CD1C_P4_S27-batch2,-2.1729844,3.97405
CD1C_P4_S28-batch2,-1.2528967,3.4707284
CD1C_P4_S29-batch2,-1.8128678,3.4459624
CD1C_P4_S30-batch2,-0.23694877,3.4070244
CD1C_P4_S31-batch2,-1.1289326,4.361812
CD1C_P4_S32-batch2,-3.3470085,3.722945
CD1C_P4_S34-batch2,-2.1322513,3.535983
CD1C_P4_S35-batch2,-0.28626207,3.7144537
CD1C_P4_S36-batch2,-2.4116418,3.5488195
CD1C_P4_S37-batch2,-0.88345927,0.6922335
CD1C_P4_S38-batch2,-2.5250213,4.0817204
CD1C_P4_S39-batch2,-2.287927,3.8843791
CD1C_P4_S40-batch2,-0.5509307,5.18129
CD1C_P4_S41-batch2,0.40287074,4.037144
CD1C_P4_S42-batch2,-2.5946445,4.2437296
CD1C_P4_S43-batch2,-0.6573839,5.4449534
CD1C_P4_S44-batch2,0.24825218,4.560076
CD1C_P4_S45-batch2,-1.3738585,3.7859452
CD1C_P4_S46-batch2,-1.8664638,4.069452
CD1C_P4_S47-batch2,-2.1901307,4.189522
CD1C_P4_S48-batch2,-0.9151241,4.84008
