index,umap1,umap2
CD1C_P14_S93-batch2,-0.92747986,2.8959332
CD1C_P14_S94-batch2,-2.0373101,2.2217977
CD1C_P14_S95-batch2,0.08492082,3.2311258
CD1C_P14_S96-batch2,0.22811405,2.676231
CD1C_P3_S10-batch2,-0.80268633,3.4006178
CD1C_P3_S11-batch2,-0.0022608533,2.8692505
CD1C_P3_S12-batch2,-2.2443173,2.451732
CD1C_P3_S13-batch2,2.2762864,-0.66899025
CD1C_P3_S14-batch2,-1.1339188,2.08393
CD1C_P3_S15-batch2,-0.25603896,2.7436657
CD1C_P3_S16-batch2,-2.0190957,1.4434955
CD1C_P3_S17-batch2,-1.8092849,1.5517873
CD1C_P3_S18-batch2,-1.0001478,2.5652494
CD1C_P3_S19-batch2,-0.048835974,2.9990044
CD1C_P3_S1-batch2,-1.4348545,2.2664778
CD1C_P3_S20-batch2,-0.8947858,3.258373
CD1C_P3_S21-batch2,0.034217265,3.4365973
CD1C_P3_S22-batch2,-2.3972714,1.8626478
CD1C_P3_S23-batch2,-0.4091653,1.9365028
CD1C_P3_S24-batch2,-1.4115415,2.136613
CD1C_P3_S2-batch2,-0.02996241,3.0010316
CD1C_P3_S3-batch2,-2.646947,2.0100055
CD1C_P3_S4-batch2,-1.079799,2.671238
CD1C_P3_S5-batch2,0.010242705,2.0128815
CD1C_P3_S6-batch2,-2.4234555,2.0426464
CD1C_P3_S7-batch2,-0.84444344,3.4288385
CD1C_P3_S8-batch2,-1.9013888,2.7306995
CD1C_P4_S25-batch2,-0.93854815,1.4655249
CD1C_P4_S26-batch2,-0.880379,2.6903105
CD1C_P4_S27-batch2,-1.494057,3.175311
CD1C_P4_S28-batch2,-1.2708215,2.7720504
CD1C_P4_S29-batch2,-1.4374245,3.2899425
CD1C_P4_S30-batch2,-1.6723751,2.5249856
CD1C_P4_S31-batch2,-0.7160434,2.0151334
CD1C_P4_S32-batch2,-1.0736529,3.6057842
CD1C_P4_S34-batch2,-0.6340585,4.182745
CD1C_P4_S35-batch2,-1.7769253,2.750008
CD1C_P4_S36-batch2,-0.38844907,3.5914493
CD1C_P4_S37-batch2,2.333752,-0.7469001
CD1C_P4_S38-batch2,-0.77683866,3.2615392
CD1C_P4_S39-batch2,-0.2823593,3.5059633
CD1C_P4_S40-batch2,-2.0417166,1.538559
CD1C_P4_S41-batch2,-1.7648152,1.4035761
CD1C_P4_S42-batch2,-0.20472357,3.8020468
CD1C_P4_S43-batch2,-2.7090073,1.8184744
CD1C_P4_S44-batch2,-1.8429227,1.3406477
CD1C_P4_S45-batch2,-1.3908703,2.380374
CD1C_P4_S46-batch2,-0.44300553,3.6779106
CD1C_P4_S47-batch2,-0.8266317,3.2658138
CD1C_P4_S48-batch2,-1.5871433,1.7875199
