index,umap1,umap2
CD1C_P14_S94-batch2,-1.5508658,-1.8989313
CD1C_P14_S95-batch2,1.1061329,-2.7899334
CD1C_P14_S96-batch2,0.5083958,-3.0759752
CD1C_P3_S10-batch2,0.37148148,-1.7250441
CD1C_P3_S11-batch2,0.7788636,-2.4894576
CD1C_P3_S12-batch2,-1.6844467,-1.6784719
CD1C_P3_S13-batch2,-0.13174514,-4.884322
CD1C_P3_S14-batch2,-1.3199519,-1.9523289
CD1C_P3_S15-batch2,0.21919629,-2.8862424
CD1C_P3_S16-batch2,-2.333661,-2.4103606
CD1C_P3_S17-batch2,-1.9172947,-3.092065
CD1C_P3_S18-batch2,-0.58192295,-2.9085279
CD1C_P3_S19-batch2,0.43603653,-2.8038166
CD1C_P3_S1-batch2,-1.2493224,-2.0610697
CD1C_P3_S20-batch2,0.076364815,-2.1890032
CD1C_P3_S21-batch2,1.123929,-2.600983
CD1C_P3_S22-batch2,-2.4681754,-2.0801468
CD1C_P3_S23-batch2,-0.46390387,-3.3816805
CD1C_P3_S24-batch2,-1.1254972,-2.2762494
CD1C_P3_S2-batch2,0.5807575,-2.5929313
CD1C_P3_S3-batch2,-2.2347634,-1.8796121
CD1C_P3_S4-batch2,-0.81029266,-1.821308
CD1C_P3_S5-batch2,-0.024211802,-3.069358
CD1C_P3_S6-batch2,-2.1896489,-1.6196991
CD1C_P3_S7-batch2,0.24782108,-2.2245202
CD1C_P3_S8-batch2,-1.016374,-1.5014735
CD1C_P4_S25-batch2,-1.0257676,-3.2427256
CD1C_P4_S26-batch2,-0.9083214,-2.792145
CD1C_P4_S27-batch2,-0.41678992,-1.6546792
CD1C_P4_S28-batch2,-0.6827181,-1.6399508
CD1C_P4_S29-batch2,-0.15849625,-2.0803428
CD1C_P4_S30-batch2,-1.1473733,-2.3972306
CD1C_P4_S31-batch2,-0.28248268,-2.4798064
CD1C_P4_S32-batch2,-0.2956667,-1.8462898
CD1C_P4_S34-batch2,0.3302054,-1.8724273
CD1C_P4_S35-batch2,-1.0577073,-2.1628501
CD1C_P4_S36-batch2,0.4147756,-2.087913
CD1C_P4_S37-batch2,-0.42769974,-4.4783406
CD1C_P4_S38-batch2,0.7576796,-2.1325417
CD1C_P4_S39-batch2,0.96006644,-2.6103368
CD1C_P4_S40-batch2,-2.2296314,-2.3620446
CD1C_P4_S41-batch2,-2.0299654,-2.8777275
CD1C_P4_S42-batch2,1.0027486,-2.2880757
CD1C_P4_S43-batch2,-2.39417,-1.9178891
CD1C_P4_S44-batch2,-2.0045834,-2.511937
CD1C_P4_S45-batch2,-1.3408986,-1.6904571
CD1C_P4_S46-batch2,0.9950703,-2.1924126
CD1C_P4_S47-batch2,0.07934639,-2.0090735
CD1C_P4_S48-batch2,-1.6322834,-2.367352
